0043780,26
0043900,45
0044060,53
0044100,17
0044180,29
0044220,39
0044300,42
0044600,39
0044600,54
0044700,06
0044940,45
0045060,36
0045104,53
0045220,12
0045300,12
0045460,18
0045500,05
0045500,48
0045780,39
0045820,20
0045940,34
0046060,04
0046140,40
0046220,01
0046340,48
0046540,36
0046660,13
0046700,06
0047020,48
0047220,34
0047260,37
0047260,51
0047300,06
0047380,48
0047580,13
0047644,26
0047894,11
0047894,24
0047894,51
0047894,54
0047900,11
0047940,19
0048140,55
0048300,53
0048424,12
0048540,39
0048540,54
0048620,20
0048660,48
0048700,42
0048864,10
0048864,24
0048864,34
0048900,37
0049020,51
0049020,54
0049180,37
0049420,53
0049500,72
0049620,42
0049660,39
0049660,42
0049700,06
0049740,04
0070750,23
0070900,25
0071650,25
0071654,25
0071950,09
0072104,25
0072400,50
0072850,09
0073104,25
0073450,09
0073604,25
0073604,33
0074204,25
0074204,33
0074500,25
0074650,23
0074804,25
0074804,33
0074950,33
0075404,25
0075404,33
0075550,25
0075700,09
0076450,09
0076450,44
0076524,25
0076600,25
0076750,23
0076900,23
0076900,33
0077200,25
0077200,44
0077350,23
0077350,33
0078100,09
0078100,25
0078254,25
0078700,09
0079600,09
0079600,25
0100001,01
0100002,01
0100003,01
0100004,01
0200001,02
0200002,02
0400001,04
0400002,04
0500001,05
0500002,05
0500003,05
0500004,05
0600001,06
0600002,06
0600003,06
0600004,06
0600005,06
0800001,08
0800002,08
0800003,08
0800004,08
0900001,09
0900002,09
1000001,10
1200001,12
1200002,12
1200003,12
1300001,13
1300002,13
1300003,13
1300004,13
1500001,15
1600001,16
1600002,16
1600003,16
1600004,16
1700001,17
1700002,17
1700003,17
1700004,17
1800001,18
1800002,18
1800003,18
1900001,19
1900002,19
1900003,19
1900004,19
2000001,20
2100001,21
2100002,21
2100003,21
2100004,21
2200001,22
2200002,22
2200003,22
2200004,22
2300001,23
2300002,23
2400001,24
2400002,24
2400003,24
2500001,25
2500002,25
2500003,25
2500004,25
2600001,26
2600002,26
2600003,26
2600004,26
2700001,27
2700002,27
2700003,27
2700004,27
2800001,28
2800002,28
2800003,28
2800004,28
2900001,29
2900002,29
2900003,29
2900004,29
3000001,30
3000002,30
3000003,30
3000004,30
3100001,31
3100002,31
3100003,31
3100004,31
3200001,32
3200002,32
3300001,33
3300002,33
3300003,33
3300004,33
3500001,35
3500002,35
3500003,35
3500004,35
3600001,36
3600002,36
3600003,36
3600004,36
3700001,37
3700002,37
3700003,37
3700004,37
3800001,38
3800002,38
3800003,38
3800004,38
3900001,39
3900002,39
3900003,39
3900004,39
4000001,40
4000002,40
4000003,40
4000004,40
4100001,41
4100002,41
4100003,41
4100004,41
4200001,42
4200002,42
4200003,42
4200004,42
4400001,44
4500001,45
4500002,45
4500003,45
4500004,45
4600001,46
4600002,46
4600003,46
4700001,47
4700002,47
4700003,47
4700004,47
4800001,48
4800002,48
4800003,48
4800004,48
4800005,48
4800006,48
4900001,49
4900002,49
4900003,49
4900004,49
5000001,50
5000002,50
5100001,51
5100002,51
5100003,51
5100004,51
5300001,53
5300002,53
5300003,53
5300004,53
5400001,54
5400002,54
5500001,55
5500002,55
5500003,55
5500004,55
5500005,55
5600001,56
5600002,56
5600003,56
5600004,56
7200001,72
7200002,72
